ANY,Codi municipi,Nom municipi,Comarca,Província,Núm instal·lacions,Potència (kW),Producció bruta (kWh),Consums propis (kWh),Producció neta (kWh),Consums bombament (kWh),Produccció disponible (kWh),Autoconsum (kWh),Vendes a la xarxa (kWh),Distribució pròpia (kWh),Energia tèrmica recuperada (Kcal)
2014,8184,RUBI,VALLES OCCIDENTAL,BARCELONA,9,241.3,"349,340.00","5,943.00","343,397.00",0,"343,397.00",0,"343,397.00",0,"134,546,135.00"
2015,8184,RUBI,VALLES OCCIDENTAL,BARCELONA,10,246.3,"390,430.00","8,152.00","382,278.00",0,"382,278.00",0,"382,278.00",0,"184,560,432.00"
2016,8184,RUBI,VALLES OCCIDENTAL,BARCELONA,10,246.3,"191,213.00","9,561.00","181,652.00",0,"181,652.00",0,"181,652.00",0,"216,440,648.00"
2017,8184,RUBI,VALLES OCCIDENTAL,BARCELONA,10,246.3,"159,411.00","7,971.00","151,440.00",0,"151,440.00",0,"151,440.00",0,"180,443,058.00"
2018,8184,RUBI,VALLES OCCIDENTAL,BARCELONA,10,246.3,"164,149.00","8,207.00","155,942.00",0,"155,942.00",0,"155,942.00",0,"185,806,056.00"
2010,8185,RUBIO,ANOIA,BARCELONA,2,75000,SE,SE,SE,SE,SE,SE,SE,SE,SE
2011,8185,RUBIO,ANOIA,BARCELONA,2,75000,SE,SE,SE,SE,SE,SE,SE,SE,SE
2013,8185,RUBIO,ANOIA,BARCELONA,2,75000,SE,SE,SE,SE,SE,SE,SE,SE,SE
2014,8185,RUBIO,ANOIA,BARCELONA,2,75000,SE,SE,SE,SE,SE,SE,SE,SE,SE
2015,8185,RUBIO,ANOIA,BARCELONA,2,75000,SE,SE,SE,SE,SE,SE,SE,SE,SE
2016,8185,RUBIO,ANOIA,BARCELONA,2,75000,SE,SE,SE,SE,SE,SE,SE,SE,SE
2017,8185,RUBIO,ANOIA,BARCELONA,2,75000,SE,SE,SE,SE,SE,SE,SE,SE,SE
2018,8185,RUBIO,ANOIA,BARCELONA,2,75000,SE,SE,SE,SE,SE,SE,SE,SE,SE
2010,17153,RUPIA,BAIX EMPORDA,GIRONA,1,5,SE,SE,SE,SE,SE,SE,SE,SE,SE
2011,17153,RUPIA,BAIX EMPORDA,GIRONA,1,5,SE,SE,SE,SE,SE,SE,SE,SE,SE
2012,17153,RUPIA,BAIX EMPORDA,GIRONA,1,5,SE,SE,SE,SE,SE,SE,SE,SE,SE
2013,17153,RUPIA,BAIX EMPORDA,GIRONA,1,5,SE,SE,SE,SE,SE,SE,SE,SE,SE
2014,17153,RUPIA,BAIX EMPORDA,GIRONA,0,0,SE,SE,SE,SE,SE,SE,SE,SE,SE
2010,8901,RUPIT I PRUIT,OSONA,BARCELONA,1,96.6,SE,SE,SE,SE,SE,SE,SE,SE,SE
2011,8901,RUPIT I PRUIT,OSONA,BARCELONA,1,96.6,SE,SE,SE,SE,SE,SE,SE,SE,SE
2012,8901,RUPIT I PRUIT,OSONA,BARCELONA,1,96.6,SE,SE,SE,SE,SE,SE,SE,SE,SE
2013,8901,RUPIT I PRUIT,OSONA,BARCELONA,1,96.6,SE,SE,SE,SE,SE,SE,SE,SE,SE
2014,8901,RUPIT I PRUIT,OSONA,BARCELONA,1,96.6,SE,SE,SE,SE,SE,SE,SE,SE,SE
2015,8901,RUPIT I PRUIT,OSONA,BARCELONA,1,96.6,SE,SE,SE,SE,SE,SE,SE,SE,SE
2016,8901,RUPIT I PRUIT,OSONA,BARCELONA,1,96.6,SE,SE,SE,SE,SE,SE,SE,SE,SE
2017,8901,RUPIT I PRUIT,OSONA,BARCELONA,1,96.6,SE,SE,SE,SE,SE,SE,SE,SE,SE
2018,8901,RUPIT I PRUIT,OSONA,BARCELONA,1,96.6,SE,SE,SE,SE,SE,SE,SE,SE,SE
2010,8187,SABADELL,VALLES OCCIDENTAL,BARCELONA,17,948.1,"675,160.00","13,668.00","661,492.00",0,"661,492.00","290,080.00","371,412.00",0,"617,942.00"
2011,8187,SABADELL,VALLES OCCIDENTAL,BARCELONA,20,1403.5,"2,380,093.00","71,573.00","2,308,520.00",0,"2,308,520.00","579,201.00","1,729,319.00",0,"1,406,489,789.00"
2012,8187,SABADELL,VALLES OCCIDENTAL,BARCELONA,22,1923.5,"5,348,630.00","237,513.00","5,111,117.00",0,"5,111,117.00","506,294.00","4,604,823.00",0,"3,622,161,074.00"
2013,8187,SABADELL,VALLES OCCIDENTAL,BARCELONA,24,2026.5,"6,571,922.00","225,703.00","6,346,219.00",0,"6,346,219.00","747,293.00","5,598,926.00",0,"5,325,411,830.00"
2014,8187,SABADELL,VALLES OCCIDENTAL,BARCELONA,24,2038.2,"7,093,345.00","186,717.00","6,906,628.00",0,"6,906,628.00","987,637.00","5,918,991.00",0,"7,064,326,181.00"
2015,8187,SABADELL,VALLES OCCIDENTAL,BARCELONA,24,2038.2,"6,590,281.00","107,124.00","6,483,157.00",0,"6,483,157.00","752,178.00","5,730,979.00",0,"6,594,428,361.00"
2016,8187,SABADELL,VALLES OCCIDENTAL,BARCELONA,23,1938.2,"6,111,571.00","425,141.00","5,686,430.00",0,"5,686,430.00","626,259.00","5,060,171.00",0,"5,980,909,566.00"
2017,8187,SABADELL,VALLES OCCIDENTAL,BARCELONA,23,1938.2,"5,932,228.00","74,956.00","5,857,272.00",0,"5,857,272.00","625,000.00","5,232,272.00",0,"5,346,984,043.00"
2018,8187,SABADELL,VALLES OCCIDENTAL,BARCELONA,24,2038.2,"6,479,920.00","437,427.00","6,042,493.00",0,"6,042,493.00","549,000.00","5,493,493.00",0,"6,139,050,544.00"
2010,8188,SAGAS,BERGUEDA,BARCELONA,3,210,"273,416.00",0,"273,416.00",0,"273,416.00",0,"273,416.00",0,0
2011,8188,SAGAS,BERGUEDA,BARCELONA,3,210,"303,632.00",0,"303,632.00",0,"303,632.00",0,"303,632.00",0,0
2012,8188,SAGAS,BERGUEDA,BARCELONA,3,210,"312,986.00",0,"312,986.00",0,"312,986.00",0,"312,986.00",0,0
2013,8188,SAGAS,BERGUEDA,BARCELONA,3,210,"301,432.00",0,"301,432.00",0,"301,432.00",0,"301,432.00",0,0
2014,8188,SAGAS,BERGUEDA,BARCELONA,3,210,"234,927.00",0,"234,927.00",0,"234,927.00",0,"234,927.00",0,0
2015,8188,SAGAS,BERGUEDA,BARCELONA,3,210,"212,708.00",0,"212,708.00",0,"212,708.00",0,"212,708.00",0,0
2016,8188,SAGAS,BERGUEDA,BARCELONA,3,210,0,0,0,0,0,0,0,0,0
2017,8188,SAGAS,BERGUEDA,BARCELONA,3,210,0,0,0,0,0,0,0,0,0
2018,8188,SAGAS,BERGUEDA,BARCELONA,3,210,0,0,0,0,0,0,0,0,0
2010,8190,SALDES,BERGUEDA,BARCELONA,1,59.4,SE,SE,SE,SE,SE,SE,SE,SE,SE
2011,8190,SALDES,BERGUEDA,BARCELONA,1,59.4,SE,SE,SE,SE,SE,SE,SE,SE,SE
2012,8190,SALDES,BERGUEDA,BARCELONA,1,59.4,SE,SE,SE,SE,SE,SE,SE,SE,SE
2013,8190,SALDES,BERGUEDA,BARCELONA,1,59.4,SE,SE,SE,SE,SE,SE,SE,SE,SE
2014,8190,SALDES,BERGUEDA,BARCELONA,1,59.4,SE,SE,SE,SE,SE,SE,SE,SE,SE
2015,8190,SALDES,BERGUEDA,BARCELONA,1,59.4,SE,SE,SE,SE,SE,SE,SE,SE,SE
2016,8190,SALDES,BERGUEDA,BARCELONA,1,59.4,SE,SE,SE,SE,SE,SE,SE,SE,SE
2017,8190,SALDES,BERGUEDA,BARCELONA,1,59.4,SE,SE,SE,SE,SE,SE,SE,SE,SE
2018,8190,SALDES,BERGUEDA,BARCELONA,1,59.4,SE,SE,SE,SE,SE,SE,SE,SE,SE
2010,8191,SALLENT,BAGES,BARCELONA,14,2089,"8,499,416.00","97,231.00","8,402,185.00",0,"8,402,185.00","941,618.00","7,460,567.00",0,0
2011,8191,SALLENT,BAGES,BARCELONA,15,2114,"8,511,047.00","96,300.00","8,414,747.00",0,"8,414,747.00","825,202.00","7,589,545.00",0,0
2012,8191,SALLENT,BAGES,BARCELONA,17,2314,"8,017,814.00","89,423.00","7,928,391.00",0,"7,928,391.00","566,334.00","7,362,057.00",0,0
2013,8191,SALLENT,BAGES,BARCELONA,17,2314,"8,498,904.00","94,678.00","8,404,226.00",0,"8,404,226.00","705,884.00","7,698,342.00",0,0
